,year,month,day,weight,flag,station,co2
1314,1984,7,14,5,0,MLO,345.4
1315,1984,7,21,3,0,MLO,345.2
1316,1984,7,28,6,0,MLO,344.4
1317,1984,8,4,2,0,MLO,344.0
1318,1984,8,11,2,0,MLO,344.1
1319,1984,8,18,5,0,MLO,343.1
1320,1984,8,25,3,0,MLO,342.0
1321,1984,9,1,3,0,MLO,341.6
1322,1984,9,8,6,0,MLO,340.6
1323,1984,9,15,6,0,MLO,341.3
1324,1984,9,22,6,0,MLO,341.3
1325,1984,9,29,3,0,MLO,340.8
1326,1984,10,6,5,0,MLO,341.1
1327,1984,10,13,4,0,MLO,341.3
1328,1984,10,20,1,0,MLO,341.9
1329,1984,10,27,5,0,MLO,341.6
1330,1984,11,3,5,0,MLO,342.0
1331,1984,11,10,6,0,MLO,342.6
1332,1984,11,17,6,0,MLO,343.1
1333,1984,11,24,6,0,MLO,343.7
1334,1984,12,1,4,0,MLO,343.6
1335,1984,12,8,6,0,MLO,343.9
1336,1984,12,15,4,0,MLO,344.2
1337,1984,12,22,5,0,MLO,344.5
1338,1984,12,29,3,0,MLO,344.5
1339,1985,1,5,7,0,MLO,344.7
1340,1985,1,12,6,0,MLO,345.0
1341,1985,1,19,7,0,MLO,345.0
1342,1985,1,26,5,0,MLO,345.0
1343,1985,2,2,5,0,MLO,345.9
1344,1985,2,9,4,0,MLO,345.5
1345,1985,2,16,5,0,MLO,345.8
1346,1985,2,23,5,0,MLO,346.3
1347,1985,3,2,6,0,MLO,346.7
1348,1985,3,9,6,0,MLO,347.1
1349,1985,3,16,7,0,MLO,347.5
1350,1985,3,23,4,0,MLO,347.7
1351,1985,3,30,5,0,MLO,348.2
1352,1985,4,6,7,0,MLO,348.0
1353,1985,4,13,4,0,MLO,348.0
1354,1985,4,20,5,0,MLO,348.5
1355,1985,4,27,4,0,MLO,348.8
1356,1985,5,4,5,0,MLO,348.8
1357,1985,5,11,5,0,MLO,349.3
1358,1985,5,18,7,0,MLO,349.1
1359,1985,5,25,6,0,MLO,348.1
1360,1985,6,1,4,0,MLO,349.0
1361,1985,6,8,7,0,MLO,348.4
1362,1985,6,15,3,0,MLO,348.2
1363,1985,6,22,5,0,MLO,347.9
1364,1985,6,29,6,0,MLO,347.4
1365,1985,7,6,6,0,MLO,346.9
1366,1985,7,13,5,0,MLO,346.8
1367,1985,7,20,3,0,MLO,346.4
1368,1985,7,27,6,0,MLO,345.7
1369,1985,8,10,6,0,MLO,344.7
1370,1985,8,17,3,0,MLO,344.5
1371,1985,8,24,5,0,MLO,344.3
1372,1985,8,31,5,0,MLO,343.7
1373,1985,9,7,5,0,MLO,344.2
1374,1985,9,14,6,0,MLO,343.3
1375,1985,9,21,5,0,MLO,342.4
1376,1985,9,28,5,0,MLO,342.1
1377,1985,10,5,4,0,MLO,342.4
1378,1985,10,12,4,0,MLO,342.5
1379,1985,10,19,7,0,MLO,343.1
1380,1985,10,26,6,0,MLO,343.2
1381,1985,11,2,5,0,MLO,343.3
1382,1985,11,9,5,0,MLO,343.7
1383,1985,11,16,7,0,MLO,344.2
1384,1985,11,23,6,0,MLO,344.6
1385,1985,11,30,6,0,MLO,345.3
1386,1985,12,7,5,0,MLO,345.3
1387,1985,12,14,6,0,MLO,345.6
1388,1985,12,21,6,0,MLO,345.1
1389,1985,12,28,7,0,MLO,346.3
1390,1986,1,4,4,0,MLO,346.4
1391,1986,1,11,7,0,MLO,346.0
1392,1986,1,18,4,0,MLO,346.2
1393,1986,1,25,7,0,MLO,346.4
1394,1986,2,1,6,0,MLO,346.2
1395,1986,2,8,6,0,MLO,346.8
1396,1986,2,15,7,0,MLO,347.1
1397,1986,2,22,7,0,MLO,347.2
1398,1986,3,1,7,0,MLO,347.0
1399,1986,3,8,3,0,MLO,346.6
1400,1986,3,15,6,0,MLO,347.2
1401,1986,3,22,6,0,MLO,349.1
1402,1986,3,29,6,0,MLO,348.8
1403,1986,4,5,7,0,MLO,349.2
1404,1986,4,12,4,0,MLO,349.4
1405,1986,4,19,6,0,MLO,349.3
1406,1986,4,26,6,0,MLO,350.2
1407,1986,5,3,4,0,MLO,349.9
1408,1986,5,10,5,0,MLO,350.1
1409,1986,5,17,5,0,MLO,350.2
1410,1986,5,24,6,0,MLO,350.1
1411,1986,5,31,6,0,MLO,350.1
1412,1986,6,7,4,0,MLO,349.7
1413,1986,6,14,6,0,MLO,349.5
1414,1986,6,21,7,0,MLO,349.4
1415,1986,6,28,7,0,MLO,348.9
1416,1986,7,5,7,0,MLO,348.6
1417,1986,7,12,5,0,MLO,347.7
1418,1986,7,19,6,0,MLO,347.6
1419,1986,7,26,6,0,MLO,347.4
1420,1986,8,2,3,0,MLO,346.6
1421,1986,8,9,5,0,MLO,346.2
1422,1986,8,16,7,0,MLO,345.5
1423,1986,8,23,5,0,MLO,345.6
1424,1986,8,30,4,0,MLO,345.2
1425,1986,9,6,4,0,MLO,345.0
1426,1986,9,13,7,0,MLO,345.3
1427,1986,9,20,5,0,MLO,344.4
1428,1986,9,27,6,0,MLO,344.5
1429,1986,10,4,7,0,MLO,343.9
1430,1986,10,11,7,0,MLO,344.1
1431,1986,10,18,3,0,MLO,343.9
1432,1986,10,25,7,0,MLO,344.5
1433,1986,11,1,6,0,MLO,345.1
1434,1986,11,8,5,0,MLO,345.3
1435,1986,11,15,7,0,MLO,345.6
1436,1986,11,22,6,0,MLO,345.7
1437,1986,11,29,7,0,MLO,346.4
1438,1986,12,6,7,0,MLO,346.9
1439,1986,12,13,7,0,MLO,346.7
1440,1986,12,20,7,0,MLO,346.9
1441,1986,12,27,6,0,MLO,347.0
1442,1987,1,3,6,0,MLO,347.6
1443,1987,1,10,6,0,MLO,348.3
1444,1987,1,17,7,0,MLO,348.2
1445,1987,1,24,5,0,MLO,347.9
1446,1987,1,31,6,0,MLO,348.0
1447,1987,2,7,7,0,MLO,347.9
1448,1987,2,14,6,0,MLO,348.2
1449,1987,2,21,7,0,MLO,348.5
1450,1987,2,28,7,0,MLO,349.4
1451,1987,3,7,7,0,MLO,348.8
1452,1987,3,14,7,0,MLO,349.2
1453,1987,3,21,7,0,MLO,349.7
1454,1987,3,28,7,0,MLO,350.2
1455,1987,4,4,6,0,MLO,350.8
1456,1987,4,11,5,0,MLO,350.2
1457,1987,4,18,7,0,MLO,351.1
1458,1987,4,25,7,0,MLO,351.3
1459,1987,5,2,6,0,MLO,351.4
1460,1987,5,9,7,0,MLO,352.0
1461,1987,5,16,7,0,MLO,351.7
1462,1987,5,23,7,0,MLO,351.9
1463,1987,5,30,7,0,MLO,351.7
1464,1987,6,6,6,0,MLO,351.6
1465,1987,6,13,7,0,MLO,351.1
1466,1987,6,20,6,0,MLO,351.0
1467,1987,6,27,5,0,MLO,350.9
1468,1987,7,4,7,0,MLO,349.7
1469,1987,7,11,7,0,MLO,349.8
1470,1987,7,18,3,0,MLO,348.8
1471,1987,7,25,5,0,MLO,349.5
1472,1987,8,1,4,0,MLO,349.0
1473,1987,8,8,2,0,MLO,348.1
1474,1987,8,15,3,0,MLO,348.6
1475,1987,8,22,5,0,MLO,348.0
1476,1987,8,29,5,0,MLO,346.7
1477,1987,9,5,4,0,MLO,347.0
1478,1987,9,12,6,0,MLO,346.6
1479,1987,9,19,6,0,MLO,346.2
1480,1987,9,26,3,0,MLO,345.8
1481,1987,10,3,4,0,MLO,345.7
1482,1987,10,10,5,0,MLO,346.3
1483,1987,10,17,5,0,MLO,346.5
1484,1987,10,24,7,0,MLO,346.8
1485,1987,10,31,6,0,MLO,346.9
1486,1987,11,7,4,0,MLO,347.3
1487,1987,11,14,7,0,MLO,347.6
1488,1987,11,21,3,0,MLO,348.1
1489,1987,11,28,3,0,MLO,348.7
1490,1987,12,5,5,0,MLO,348.6
1491,1987,12,12,5,0,MLO,348.8
1492,1987,12,19,5,0,MLO,349.1
1493,1987,12,26,5,0,MLO,349.2
1494,1988,1,2,6,0,MLO,349.7
1495,1988,1,9,7,0,MLO,350.2
1496,1988,1,16,5,0,MLO,350.2
1497,1988,1,23,5,0,MLO,350.7
1498,1988,1,30,5,0,MLO,351.2
1499,1988,2,6,4,0,MLO,351.8
1500,1988,2,13,7,0,MLO,351.3
1501,1988,2,20,6,0,MLO,351.5
1502,1988,2,27,7,0,MLO,352.5
1503,1988,3,5,6,0,MLO,352.8
1504,1988,3,12,7,0,MLO,351.8
1505,1988,3,19,4,0,MLO,351.7
1506,1988,3,26,5,0,MLO,352.2
1507,1988,4,2,6,0,MLO,353.1
1508,1988,4,9,7,0,MLO,353.5
1509,1988,4,16,7,0,MLO,353.1
1510,1988,4,23,5,0,MLO,354.0
1511,1988,4,30,4,0,MLO,354.2
1512,1988,5,7,7,0,MLO,353.7
1513,1988,5,14,5,0,MLO,354.3
1514,1988,5,21,6,0,MLO,354.5
1515,1988,5,28,6,0,MLO,354.2
1516,1988,6,4,5,0,MLO,354.1
1517,1988,6,11,6,0,MLO,354.2
1518,1988,6,18,6,0,MLO,353.6
1519,1988,6,25,7,0,MLO,353.1
1520,1988,7,2,4,0,MLO,353.0
1521,1988,7,9,4,0,MLO,352.5
1522,1988,7,16,4,0,MLO,352.6
1523,1988,7,23,5,0,MLO,351.9
1524,1988,7,30,3,0,MLO,351.1
1525,1988,8,6,5,0,MLO,350.9
1526,1988,8,13,3,0,MLO,350.3
1527,1988,8,20,4,0,MLO,350.4
1528,1988,8,27,6,0,MLO,349.6
1529,1988,9,3,5,0,MLO,349.3
1530,1988,9,10,5,0,MLO,348.7
1531,1988,9,17,5,0,MLO,348.9
1532,1988,9,24,4,0,MLO,348.1
1533,1988,10,1,4,0,MLO,348.8
1534,1988,10,8,3,0,MLO,348.8
1535,1988,10,15,7,0,MLO,348.6
1536,1988,10,22,3,0,MLO,349.4
1537,1988,10,29,5,0,MLO,349.2
1538,1988,11,5,7,0,MLO,349.7
1539,1988,11,12,7,0,MLO,349.8
1540,1988,11,19,5,0,MLO,350.1
1541,1988,11,26,7,0,MLO,350.4
1542,1988,12,3,5,0,MLO,350.5
1543,1988,12,10,5,0,MLO,351.0
1544,1988,12,17,4,0,MLO,351.6
1545,1988,12,24,6,0,MLO,351.3
1546,1988,12,31,7,0,MLO,352.4
1547,1989,1,7,7,0,MLO,352.7
1548,1989,1,14,6,0,MLO,352.9
1549,1989,1,21,7,0,MLO,352.5
1550,1989,1,28,7,0,MLO,353.0
1551,1989,2,4,5,0,MLO,352.8
1552,1989,2,11,5,0,MLO,352.6
1553,1989,2,18,6,0,MLO,353.2
1554,1989,2,25,7,0,MLO,353.4
1555,1989,3,4,7,0,MLO,353.1
1556,1989,3,11,6,0,MLO,353.4
1557,1989,3,18,6,0,MLO,353.5
1558,1989,3,25,7,0,MLO,354.4
1559,1989,4,1,7,0,MLO,354.5
1560,1989,4,8,7,0,MLO,355.0
1561,1989,4,15,4,0,MLO,355.4
1562,1989,4,22,7,0,MLO,356.0
1563,1989,4,29,6,0,MLO,355.9
1564,1989,5,6,6,0,MLO,355.3
1565,1989,5,13,5,0,MLO,355.8
1566,1989,5,20,6,0,MLO,355.6
1567,1989,5,27,4,0,MLO,355.7
1568,1989,6,3,6,0,MLO,355.8
1569,1989,6,10,6,0,MLO,355.0
1570,1989,6,17,7,0,MLO,354.8
1571,1989,6,24,5,0,MLO,354.9
1572,1989,7,1,6,0,MLO,354.5
1573,1989,7,8,4,0,MLO,354.7
1574,1989,7,15,7,0,MLO,353.8
1575,1989,7,22,6,0,MLO,353.1
1576,1989,7,29,6,0,MLO,353.2
1577,1989,8,5,6,0,MLO,352.6
1578,1989,8,12,6,0,MLO,352.2
1579,1989,8,19,5,0,MLO,351.1
1580,1989,8,26,5,0,MLO,350.4
1581,1989,9,2,7,0,MLO,350.7
1582,1989,9,9,5,0,MLO,350.2
1583,1989,9,16,6,0,MLO,349.4
1584,1989,9,23,7,0,MLO,349.3
1585,1989,9,30,1,0,MLO,349.7
1586,1989,10,7,6,0,MLO,349.9
1587,1989,10,14,6,0,MLO,349.7
1588,1989,10,21,6,0,MLO,350.2
1589,1989,10,28,7,0,MLO,350.4
1590,1989,11,4,7,0,MLO,350.6
1591,1989,11,11,6,0,MLO,351.2
1592,1989,11,18,7,0,MLO,351.6
1593,1989,11,25,5,0,MLO,351.4
1594,1989,12,2,6,0,MLO,352.0
1595,1989,12,9,4,0,MLO,352.1
1596,1989,12,16,6,0,MLO,352.4
1597,1989,12,23,5,0,MLO,352.5
1598,1989,12,30,4,0,MLO,353.4
1599,1990,1,6,7,0,MLO,353.4
1600,1990,1,13,7,0,MLO,353.5
1601,1990,1,20,7,0,MLO,353.8
1602,1990,1,27,7,0,MLO,353.9
1603,1990,2,3,7,0,MLO,354.1
1604,1990,2,10,5,0,MLO,355.0
1605,1990,2,17,7,0,MLO,354.8
1606,1990,2,24,7,0,MLO,354.7
1607,1990,3,3,3,0,MLO,355.7
1608,1990,3,10,5,0,MLO,354.9
1609,1990,3,17,7,0,MLO,355.8
1610,1990,3,24,6,0,MLO,355.1
1611,1990,3,31,6,0,MLO,355.9
1612,1990,4,7,7,0,MLO,356.1
1613,1990,4,14,7,0,MLO,355.9
1614,1990,4,21,6,0,MLO,356.6
1615,1990,4,28,4,0,MLO,356.1
1616,1990,5,5,5,0,MLO,357.3
1617,1990,5,12,5,0,MLO,357.0
1618,1990,5,19,7,0,MLO,356.9
1619,1990,5,26,6,0,MLO,357.1
1620,1990,6,2,6,0,MLO,357.0
1621,1990,6,9,7,0,MLO,356.6
1622,1990,6,16,5,0,MLO,355.6
1623,1990,6,23,7,0,MLO,355.5
1624,1990,6,30,7,0,MLO,355.7
1625,1990,7,7,7,0,MLO,355.5
1626,1990,7,14,7,0,MLO,354.0
1627,1990,7,21,6,0,MLO,354.5
1628,1990,7,28,5,0,MLO,354.7
1629,1990,8,4,5,0,MLO,353.5
1630,1990,8,11,5,0,MLO,353.2
1631,1990,8,18,7,0,MLO,352.9
1632,1990,8,25,5,0,MLO,352.0
1633,1990,9,1,4,0,MLO,350.9
1634,1990,9,8,3,0,MLO,350.7
1635,1990,9,15,6,0,MLO,351.3
1636,1990,9,22,6,0,MLO,350.9
1637,1990,9,29,3,0,MLO,350.9
1638,1990,10,6,2,0,MLO,351.1
1639,1990,10,13,7,0,MLO,351.0
1640,1990,10,20,4,0,MLO,351.4
1641,1990,10,27,3,0,MLO,351.4
1642,1990,11,3,5,0,MLO,352.1
1643,1990,11,10,7,0,MLO,352.6
1644,1990,11,17,6,0,MLO,353.0
1645,1990,11,24,5,0,MLO,353.1
1646,1990,12,1,7,0,MLO,353.6
1647,1990,12,8,6,0,MLO,354.0
1648,1990,12,15,6,0,MLO,353.8
1649,1990,12,22,7,0,MLO,354.5
1650,1990,12,29,6,0,MLO,354.8
1651,1991,1,5,7,0,MLO,354.2
1652,1991,1,12,7,0,MLO,354.7
1653,1991,1,19,6,0,MLO,354.8
1654,1991,1,26,7,0,MLO,355.0
1655,1991,2,2,7,0,MLO,355.2
1656,1991,2,9,6,0,MLO,355.2
1657,1991,2,16,7,0,MLO,356.4
1658,1991,2,23,6,0,MLO,355.8
1659,1991,3,2,7,0,MLO,356.4
1660,1991,3,9,7,0,MLO,357.2
1661,1991,3,16,6,0,MLO,357.6
1662,1991,3,23,7,0,MLO,356.9
1663,1991,3,30,5,0,MLO,357.9
1664,1991,4,6,7,0,MLO,358.3
1665,1991,4,13,7,0,MLO,357.8
1666,1991,4,20,6,0,MLO,359.1
1667,1991,4,27,7,0,MLO,359.2
1668,1991,5,4,7,0,MLO,359.1
1669,1991,5,11,7,0,MLO,358.9
1670,1991,5,18,7,0,MLO,360.0
1671,1991,5,25,7,0,MLO,359.0
1672,1991,6,1,7,0,MLO,358.5
1673,1991,6,8,6,0,MLO,358.4
1674,1991,6,15,6,0,MLO,358.2
1675,1991,6,22,5,0,MLO,358.1
1676,1991,6,29,5,0,MLO,357.7
1677,1991,7,6,6,0,MLO,357.2
1678,1991,7,13,5,0,MLO,356.5
1679,1991,7,20,7,0,MLO,355.2
1680,1991,7,27,5,0,MLO,355.3
1681,1991,8,3,4,0,MLO,354.8
1682,1991,8,10,5,0,MLO,354.6
1683,1991,8,17,5,0,MLO,353.7
1684,1991,8,24,7,0,MLO,353.0
1685,1991,8,31,6,0,MLO,353.2
1686,1991,9,7,4,0,MLO,353.0
1687,1991,9,14,7,0,MLO,352.1
1688,1991,9,21,6,0,MLO,351.8
1689,1991,9,28,5,0,MLO,351.6
1690,1991,10,5,7,0,MLO,351.7
1691,1991,10,12,6,0,MLO,352.1
1692,1991,10,19,6,0,MLO,352.5
1693,1991,10,26,7,0,MLO,352.7
1694,1991,11,2,6,0,MLO,353.4
1695,1991,11,9,7,0,MLO,353.7
1696,1991,11,16,7,0,MLO,353.5
1697,1991,11,23,7,0,MLO,353.8
1698,1991,11,30,7,0,MLO,354.3
1699,1991,12,7,4,0,MLO,354.5
1700,1991,12,14,7,0,MLO,354.9
1701,1991,12,21,6,0,MLO,355.2
1702,1991,12,28,6,0,MLO,355.5
1703,1992,1,4,6,0,MLO,355.6
1704,1992,1,11,7,0,MLO,356.0
1705,1992,1,18,4,0,MLO,356.1
1706,1992,1,25,7,0,MLO,355.9
1707,1992,2,1,5,0,MLO,356.0
1708,1992,2,8,7,0,MLO,356.7
1709,1992,2,15,6,0,MLO,357.3
1710,1992,2,22,4,0,MLO,356.9
1711,1992,2,29,7,0,MLO,356.5
1712,1992,3,7,7,0,MLO,357.3
1713,1992,3,14,5,0,MLO,357.8
1714,1992,3,21,6,0,MLO,358.1
1715,1992,3,28,6,0,MLO,358.4
1716,1992,4,4,7,0,MLO,358.5
1717,1992,4,11,5,0,MLO,358.9
1718,1992,4,18,5,0,MLO,359.7
1719,1992,4,25,6,0,MLO,359.2
1720,1992,5,2,7,0,MLO,359.6
1721,1992,5,9,7,0,MLO,359.7
1722,1992,5,16,7,0,MLO,358.6
1723,1992,5,23,7,0,MLO,359.6
1724,1992,5,30,7,0,MLO,360.2
1725,1992,6,6,7,0,MLO,360.0
1726,1992,6,13,4,0,MLO,359.4
1727,1992,6,20,7,0,MLO,358.7
1728,1992,6,27,7,0,MLO,358.4
1729,1992,7,4,5,0,MLO,358.4
1730,1992,7,11,5,0,MLO,357.2
1731,1992,7,18,5,0,MLO,356.3
1732,1992,7,25,5,0,MLO,356.1
1733,1992,8,1,2,0,MLO,354.9
1734,1992,8,8,6,0,MLO,355.3
1735,1992,8,15,6,0,MLO,355.3
1736,1992,8,22,4,0,MLO,354.5
1737,1992,8,29,3,0,MLO,354.3
1738,1992,9,5,5,0,MLO,353.5
1739,1992,9,12,6,0,MLO,353.6
1740,1992,9,19,7,0,MLO,352.3
1741,1992,9,26,7,0,MLO,352.7
1742,1992,10,3,6,0,MLO,353.6
1743,1992,10,10,5,0,MLO,353.3
1744,1992,10,17,7,0,MLO,353.2
1745,1992,10,24,7,0,MLO,353.5
1746,1992,10,31,7,0,MLO,353.5
1747,1992,11,7,7,0,MLO,353.9
1748,1992,11,14,6,0,MLO,353.8
1749,1992,11,21,7,0,MLO,354.5
1750,1992,11,28,7,0,MLO,354.6
1751,1992,12,5,7,0,MLO,354.8
1752,1992,12,12,7,0,MLO,355.3
1753,1992,12,19,7,0,MLO,355.4
1754,1992,12,26,6,0,MLO,355.9
1755,1993,1,2,6,0,MLO,356.2
1756,1993,1,9,5,0,MLO,356.9
1757,1993,1,16,6,0,MLO,356.7
1758,1993,1,23,6,0,MLO,356.6
1759,1993,1,30,7,0,MLO,357.0
1760,1993,2,6,7,0,MLO,356.6
1761,1993,2,13,7,0,MLO,357.2
1762,1993,2,20,7,0,MLO,357.3
1763,1993,2,27,5,0,MLO,357.6
1764,1993,3,6,6,0,MLO,358.3
1765,1993,3,13,5,0,MLO,358.5
1766,1993,3,20,7,0,MLO,358.1
1767,1993,3,27,4,0,MLO,358.8
1768,1993,4,3,7,0,MLO,359.1
1769,1993,4,10,6,0,MLO,358.8
1770,1993,4,17,7,0,MLO,359.4
1771,1993,4,24,7,0,MLO,360.0
1772,1993,5,1,6,0,MLO,359.6
1773,1993,5,8,7,0,MLO,359.7
1774,1993,5,15,6,0,MLO,360.7
1775,1993,5,22,6,0,MLO,360.6
1776,1993,5,29,7,0,MLO,360.3
1777,1993,6,5,7,0,MLO,359.7
1778,1993,6,12,7,0,MLO,359.9
1779,1993,6,19,7,0,MLO,359.3
1780,1993,6,26,6,0,MLO,359.1
1781,1993,7,3,6,0,MLO,357.9
1782,1993,7,10,7,0,MLO,358.0
1783,1993,7,17,4,0,MLO,358.1
1784,1993,7,24,5,0,MLO,356.6
1785,1993,7,31,5,0,MLO,356.5
1786,1993,8,7,6,0,MLO,355.8
1787,1993,8,14,5,0,MLO,355.9
1788,1993,8,21,4,0,MLO,354.9
1789,1993,8,28,4,0,MLO,354.7
1790,1993,9,4,1,0,MLO,354.3
1791,1993,9,11,6,0,MLO,353.2
1792,1993,9,18,6,0,MLO,353.8
1793,1993,9,25,6,0,MLO,353.8
1794,1993,10,2,5,0,MLO,353.8
1795,1993,10,9,6,0,MLO,353.8
1796,1993,10,16,6,0,MLO,354.0
1797,1993,10,23,6,0,MLO,354.4
1798,1993,10,30,7,0,MLO,354.3
1799,1993,11,6,6,0,MLO,354.7
1800,1993,11,13,7,0,MLO,355.1
1801,1993,11,20,7,0,MLO,355.6
1802,1993,11,27,7,0,MLO,356.0
1803,1993,12,4,6,0,MLO,356.2
1804,1993,12,11,7,0,MLO,356.5
1805,1993,12,18,7,0,MLO,356.9
1806,1993,12,25,2,0,MLO,357.5
1807,1994,1,1,6,0,MLO,358.1
1808,1994,1,8,6,0,MLO,358.1
1809,1994,1,15,7,0,MLO,358.4
1810,1994,1,22,7,0,MLO,358.3
1811,1994,1,29,7,0,MLO,358.7
1812,1994,2,5,5,0,MLO,358.4
1813,1994,2,12,6,0,MLO,358.6
1814,1994,2,19,7,0,MLO,359.0
1815,1994,2,26,5,0,MLO,359.6
1816,1994,3,5,6,0,MLO,358.7
1817,1994,3,12,7,0,MLO,359.8
1818,1994,3,19,7,0,MLO,360.4
1819,1994,3,26,6,0,MLO,360.8
1820,1994,4,2,7,0,MLO,360.6
1821,1994,4,9,7,0,MLO,361.0
1822,1994,4,16,7,0,MLO,361.0
1823,1994,4,23,5,0,MLO,361.3
1824,1994,4,30,6,0,MLO,362.2
1825,1994,5,7,5,0,MLO,361.6
1826,1994,5,14,6,0,MLO,361.4
1827,1994,5,21,2,0,MLO,361.7
1828,1994,5,28,4,0,MLO,361.9
1829,1994,6,4,6,0,MLO,361.0
1830,1994,6,11,6,0,MLO,361.0
1831,1994,6,18,6,0,MLO,360.9
1832,1994,6,25,6,0,MLO,360.7
1833,1994,7,2,6,0,MLO,360.2
1834,1994,7,9,7,0,MLO,359.9
1835,1994,7,16,7,0,MLO,359.4
1836,1994,7,23,7,0,MLO,359.0
1837,1994,7,30,5,0,MLO,358.8
1838,1994,8,6,6,0,MLO,358.1
1839,1994,8,13,1,0,MLO,357.5
1840,1994,8,20,4,0,MLO,357.6
1841,1994,8,27,6,0,MLO,356.3
1842,1994,9,3,7,0,MLO,356.4
1843,1994,9,10,6,0,MLO,356.4
1844,1994,9,17,7,0,MLO,355.4
1845,1994,9,24,7,0,MLO,355.5
1846,1994,10,1,7,0,MLO,355.4
1847,1994,10,8,7,0,MLO,355.8
1848,1994,10,15,7,0,MLO,356.0
1849,1994,10,22,7,0,MLO,356.3
1850,1994,10,29,7,0,MLO,356.6
1851,1994,11,5,7,0,MLO,356.9
1852,1994,11,12,5,0,MLO,357.4
1853,1994,11,19,7,0,MLO,357.9
1854,1994,11,26,7,0,MLO,358.1
1855,1994,12,3,7,0,MLO,358.4
1856,1994,12,10,7,0,MLO,359.1
1857,1994,12,17,7,0,MLO,359.2
1858,1994,12,24,7,0,MLO,359.1
1859,1994,12,31,7,0,MLO,359.5
1860,1995,1,7,4,0,MLO,359.6
1861,1995,1,14,7,0,MLO,360.2
1862,1995,1,21,6,0,MLO,360.1
1863,1995,1,28,7,0,MLO,360.0
1864,1995,2,4,6,0,MLO,360.6
1865,1995,2,11,6,0,MLO,361.0
1866,1995,2,18,7,0,MLO,360.8
1867,1995,2,25,7,0,MLO,361.3
1868,1995,3,4,6,0,MLO,362.2
1869,1995,3,11,7,0,MLO,361.2
1870,1995,3,18,5,0,MLO,360.9
1871,1995,3,25,5,0,MLO,362.0
1872,1995,4,1,7,0,MLO,363.8
1873,1995,4,8,7,0,MLO,363.4
1874,1995,4,15,7,0,MLO,363.3
1875,1995,4,22,7,0,MLO,362.8
1876,1995,4,29,6,0,MLO,363.5
1877,1995,5,6,7,0,MLO,363.2
1878,1995,5,13,7,0,MLO,364.1
1879,1995,5,20,7,0,MLO,364.1
1880,1995,5,27,7,0,MLO,363.4
1881,1995,6,3,6,0,MLO,363.9
1882,1995,6,10,7,0,MLO,363.4
1883,1995,6,17,6,0,MLO,362.9
1884,1995,6,24,7,0,MLO,362.8
1885,1995,7,1,6,0,MLO,362.5
1886,1995,7,8,5,0,MLO,362.2
1887,1995,7,15,6,0,MLO,361.9
1888,1995,7,22,6,0,MLO,361.5
1889,1995,7,29,7,0,MLO,360.9
1890,1995,8,5,7,0,MLO,360.4
1891,1995,8,12,5,0,MLO,359.2
1892,1995,8,19,7,0,MLO,358.7
1893,1995,8,26,6,0,MLO,359.2
1894,1995,9,2,4,0,MLO,357.3
1895,1995,9,9,7,0,MLO,358.5
1896,1995,9,16,6,0,MLO,358.5
1897,1995,9,23,6,0,MLO,358.2
1898,1995,9,30,7,0,MLO,357.5
1899,1995,10,7,7,0,MLO,357.6
1900,1995,10,14,7,0,MLO,357.6
1901,1995,10,21,7,0,MLO,358.0
1902,1995,10,28,6,0,MLO,358.2
1903,1995,11,4,6,0,MLO,359.1
1904,1995,11,11,6,0,MLO,359.4
1905,1995,11,18,7,0,MLO,359.6
1906,1995,11,25,7,0,MLO,359.8
1907,1995,12,2,7,0,MLO,360.1
1908,1995,12,9,7,0,MLO,360.4
1909,1995,12,16,7,0,MLO,360.5
1910,1995,12,23,6,0,MLO,360.8
1911,1995,12,30,5,0,MLO,361.7
1912,1996,1,6,7,0,MLO,361.8
1913,1996,1,13,7,0,MLO,362.0
1914,1996,1,20,7,0,MLO,362.1
1915,1996,1,27,4,0,MLO,362.2
1916,1996,2,3,7,0,MLO,362.6
1917,1996,2,10,7,0,MLO,363.1
1918,1996,2,17,7,0,MLO,363.0
1919,1996,2,24,7,0,MLO,364.0
1920,1996,3,2,6,0,MLO,363.8
1921,1996,3,9,7,0,MLO,363.6
1922,1996,3,16,7,0,MLO,364.1
1923,1996,3,23,6,0,MLO,364.5
1924,1996,3,30,7,0,MLO,364.3
1925,1996,4,6,7,0,MLO,364.5
1926,1996,4,13,7,0,MLO,364.8
1927,1996,4,20,7,0,MLO,364.4
1928,1996,4,27,7,0,MLO,365.1
1929,1996,5,4,7,0,MLO,364.9
1930,1996,5,11,6,0,MLO,365.3
1931,1996,5,18,7,0,MLO,365.7
1932,1996,5,25,7,0,MLO,365.4
1933,1996,6,1,7,0,MLO,364.8
1934,1996,6,8,5,0,MLO,365.1
1935,1996,6,15,7,0,MLO,365.2
1936,1996,6,22,7,0,MLO,365.0
1937,1996,6,29,7,0,MLO,364.3
1938,1996,7,6,7,0,MLO,364.1
1939,1996,7,13,7,0,MLO,363.7
1940,1996,7,20,7,0,MLO,363.3
1941,1996,7,27,7,0,MLO,362.8
1942,1996,8,3,7,0,MLO,361.7
1943,1996,8,10,6,0,MLO,362.1
1944,1996,8,17,7,0,MLO,361.2
1945,1996,8,24,7,0,MLO,360.8
1946,1996,8,31,7,0,MLO,360.8
1947,1996,9,7,4,0,MLO,359.8
1948,1996,9,14,6,0,MLO,359.8
